Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - input_coloumns = myData1.getColumnNumbers(),Chrome 64.0.3282.167,,2018-02-14 11:55:50,2018-02-14 11:55:50,0.000s,PASSED
"Statement - home_page = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(CAPPM/Page_CA PPM  Job Type CA PPM Adapte/span_Home), 3)",Chrome 64.0.3282.167,,2018-02-14 11:55:50,2018-02-14 11:55:50,0.006s,PASSED
,,,,,,
Test Cases/Main Test Cases/RunningJobs,Chrome 64.0.3282.167,Financial jobs :\n\nSteps:\nExecute below jobs in sequence: \n1. Post Transactions to Financial \n2. Post to WIP  \n3. Import Financial Actuals\n\nExpected Result :\nAll the Jobs should be completed successfully,2018-02-14 11:55:50,2018-02-14 11:55:50,0.546s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:55:50,2018-02-14 11:55:50,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:55:50,2018-02-14 11:55:50,0.000s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:55:50,2018-02-14 11:55:50,0.009s,PASSED
,,,,,,
Test Cases/Main Test Cases/RunProjectsValidation,Chrome 64.0.3282.167,"Cost Type : \nTask is configured with a cost type. If no cost type is selected, project cost type should be considered. \n \nSteps: \n1.Go to Home -> Projects -> Tasks -> Check the cost type of the Task\n2.In Projects -> Financial -> Check the cost type of the project\n\nExpected Result:\nChecks the Cost Type of the Project and Task\n\n---------------------------------------------------------------\n\nInput Type :\nBelow Value should be defaulted by the adaptor\nInput Type Code - Billable\n \nSteps:\n1.Go to Home-> Project -> Project Properties page -> check the value in Input type code\n \nExpected Result:\nIf value is blank it should be updated to billable\n",2018-02-14 11:55:50,2018-02-14 11:55:51,0.613s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:55:51,2018-02-14 11:55:51,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:55:51,2018-02-14 11:55:51,0.000s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:55:51,2018-02-14 11:55:51,0.009s,PASSED
,,,,,,
Test Cases/Main Test Cases/ValidatingTransactions,Chrome 64.0.3282.167,Transactions Portlet :\n\nWe check if the appropriate data is displayed in this portlet. \n\nHome -> Financial Management -> Transactions\n\nStep1: Data in the Cost Type column should be checked\nStep 2: Data in the Input type code is checked\nStep 3: Data in Amount attribute is checked\n\nExpected Result:\nData is validated against the input file. \n,2018-02-14 11:55:51,2018-02-14 11:55:52,0.521s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:55:52,2018-02-14 11:55:52,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:55:52,2018-02-14 11:55:52,0.000s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:55:52,2018-02-14 11:55:52,0.010s,PASSED
