Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Main Test Cases/RunningJobs,Chrome 64.0.3282.167,Financial jobs :\n\nSteps:\nExecute below jobs in sequence: \n1. Post Transactions to Financial \n2. Post to WIP  \n3. Import Financial Actuals\n\nExpected Result :\nAll the Jobs should be completed successfully,2018-02-14 11:58:22,2018-02-14 11:58:22,0.596s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:58:22,2018-02-14 11:58:22,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:58:22,2018-02-14 11:58:22,0.001s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:58:22,2018-02-14 11:58:22,0.008s,PASSED
,,,,,,
Test Cases/Main Test Cases/RunProjectsValidation,Chrome 64.0.3282.167,"Cost Type : \nTask is configured with a cost type. If no cost type is selected, project cost type should be considered. \n \nSteps: \n1.Go to Home -> Projects -> Tasks -> Check the cost type of the Task\n2.In Projects -> Financial -> Check the cost type of the project\n\nExpected Result:\nChecks the Cost Type of the Project and Task\n\n---------------------------------------------------------------\n\nInput Type :\nBelow Value should be defaulted by the adaptor\nInput Type Code - Billable\n \nSteps:\n1.Go to Home-> Project -> Project Properties page -> check the value in Input type code\n \nExpected Result:\nIf value is blank it should be updated to billable\n",2018-02-14 11:58:22,2018-02-14 11:58:23,0.557s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.000s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.007s,PASSED
,,,,,,
Test Cases/Main Test Cases/ValidatingTransactions,Chrome 64.0.3282.167,Transactions Portlet :\n\nWe check if the appropriate data is displayed in this portlet. \n\nHome -> Financial Management -> Transactions\n\nStep1: Data in the Cost Type column should be checked\nStep 2: Data in the Input type code is checked\nStep 3: Data in Amount attribute is checked\n\nExpected Result:\nData is validated against the input file. \n,2018-02-14 11:58:23,2018-02-14 11:58:23,0.645s,ERROR
Statement - extent1 = extent,Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.001s,PASSED
Statement - extentTest1 = test,Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.000s,PASSED
Statement - If (RunJob),Chrome 64.0.3282.167,,2018-02-14 11:58:23,2018-02-14 11:58:23,0.014s,PASSED
